770;704;765;87;1.034;1536;0;28;3350;9.2;-2.8;-1.36 
1112;682;704;87;1.034;1535;0;28;3370;9.2;-2.6;-1.36 
1811;696;682;87;1.034;1534;0;28;3350;9;-2.8;-1.2 
2498;732;696;87;1.033;1535;0;28;3370;9.2;-2.8;-1.36 
3529;756;732;86;1.034;1534;0;28;3350;9.2;-2.6;-1.36 
4213;773;756;86;1.034;1533;0;28;3350;9.2;-2.6;-1.56 
4911;709;773;86;1.034;1532;0;28;3350;9;-2.8;-1.56 
5605;710;709;86;1.037;1532;0;28;3350;9.2;-2.6;-1.68 
6295;734;710;86;1.035;1531;0;28;3350;9.2;-2.8;-1.72 
6984;775;734;85;1.035;1530;0;28;3350;9.2;-2.8;-1.68 
8024;768;775;84;1.034;1530;0;28;3360;9.2;-2.8;-1.72 
8713;767;768;83;1.033;1529;0;28;3360;9.2;-2.8;-1.8 
9401;781;767;83;1.033;1528;0;28;3340;9.2;-2.8;-1.48 
10089;771;781;82;1.032;1527;0;28;3350;9.2;-2.6;-1.4 
10775;777;771;81;1.031;1525;0;28;3350;9.2;-2.6;-1.44 
11462;768;777;80;1.03;1524;0;28;3360;9.2;-2.6;-1.6 
12492;737;768;80;1.03;1525;0;28;3360;9;-2.6;-1.6 
13176;723;737;80;1.03;1524;0;28;3340;9;-2.6;-1.6 
13865;733;723;80;1.029;1524;0;28;3350;9.2;-2.8;-1.72 
14552;763;733;80;1.028;1523;0;28;3360;9.2;-2.6;-1.64 
15236;787;763;80;1.029;1522;0;28;3350;9.2;-2.6;-1.68 
16263;781;787;79;1.028;1522;0;28;3360;9;-2.4;-2.2 
16952;749;781;79;1.028;1522;0;28;3360;9.2;-2.6;-2.2 
17636;749;749;79;1.029;1520;0;28;3370;9;-2.6;-2.4 
18322;744;749;79;1.027;1519;0;28;3370;9;-2.4;-2.2 
19013;747;744;79;1.026;1519;0;28;3370;9;-2.4;-2.2 
20035;746;747;79;1.024;1519;0;28;3360;9;-2.4;-2.4 
20722;739;746;79;1.024;1517;0;28;3340;9;-2.4;-2.2 
21408;738;739;79;1.023;1517;0;28;3350;9.2;-2.4;-2.2 
22096;667;738;79;1.022;1517;0;28;3340;9;-2.4;-2.2 
22798;698;667;80;1.026;1516;0;28;3370;9;-2.4;-2.2 
23486;725;698;80;1.028;1515;0;28;3360;9.2;-2.2;-2 
24514;774;725;80;1.03;1515;0;28;3350;9;-2.4;-2.4 
25204;786;774;80;1.03;1514;0;28;3350;9;-2.4;-2.4 
